datetime,open,high,low,close,volume
2026-01-22 09:15:00,59230.75,59230.75,59098.69921875,59204.30078125,0
2026-01-22 09:17:00,59190.8515625,59304.0,59190.44921875,59286.8984375,0
2026-01-22 09:19:00,59281.55078125,59373.1015625,59266.3984375,59373.1015625,0
2026-01-22 09:21:00,59375.8515625,59412.1484375,59366.05078125,59390.75,0
2026-01-22 09:23:00,59376.94921875,59420.6015625,59376.55078125,59401.19921875,0
2026-01-22 09:25:00,59396.1484375,59436.19921875,59350.55078125,59428.30078125,0
2026-01-22 09:27:00,59429.19921875,59491.05078125,59426.6015625,59456.69921875,0
2026-01-22 09:29:00,59456.8984375,59508.75,59449.0,59504.8515625,0
2026-01-22 09:31:00,59490.25,59537.3515625,59490.25,59537.3515625,0
2026-01-22 09:33:00,59533.1015625,59552.05078125,59502.94921875,59510.5,0
2026-01-22 09:35:00,59505.8515625,59547.6484375,59505.8515625,59540.19921875,0
2026-01-22 09:37:00,59531.8515625,59572.5,59523.5,59537.3984375,0
2026-01-22 09:39:00,59528.1484375,59547.30078125,59503.5,59522.3515625,0
2026-01-22 09:41:00,59524.3515625,59524.55078125,59464.80078125,59491.6484375,0
2026-01-22 09:43:00,59483.0,59490.8984375,59462.8984375,59490.8984375,0
2026-01-22 09:45:00,59486.25,59533.1484375,59471.75,59499.19921875,0
2026-01-22 09:47:00,59500.3515625,59522.8515625,59485.19921875,59497.55078125,0
2026-01-22 09:49:00,59494.6015625,59509.55078125,59473.0,59500.3984375,0
2026-01-22 09:51:00,59502.0,59509.30078125,59434.19921875,59444.44921875,0
2026-01-22 09:53:00,59445.0,59445.0,59383.6484375,59385.94921875,0
2026-01-22 09:55:00,59382.19921875,59387.69921875,59336.80078125,59362.80078125,0
2026-01-22 09:57:00,59362.8515625,59412.6484375,59362.8515625,59409.6484375,0
2026-01-22 09:59:00,59406.75,59435.05078125,59385.8515625,59420.1484375,0
2026-01-22 10:01:00,59417.94921875,59433.94921875,59320.3984375,59346.0,0
2026-01-22 10:03:00,59338.55078125,59347.80078125,59299.19921875,59331.25,0
2026-01-22 10:05:00,59330.0,59366.69921875,59321.80078125,59328.80078125,0
2026-01-22 10:07:00,59329.1484375,59353.75,59328.1015625,59339.3515625,0
2026-01-22 10:09:00,59341.44921875,59343.3984375,59303.8984375,59307.0,0
2026-01-22 10:11:00,59306.25,59370.55078125,59306.25,59353.30078125,0
2026-01-22 10:13:00,59352.8984375,59370.30078125,59319.3515625,59333.30078125,0
