datetime,open,high,low,close,volume
2007-09-01,6897.920007047784,8082.756364539167,6842.920644857638,8042.10693359375,0
2007-10-01,8008.456959139437,9237.692708071174,7279.215413555976,9013.0458984375,0
2007-11-01,9220.292827892128,9692.386929878943,8429.251274829654,9375.640625,0
2007-12-01,9391.091408025108,10124.632715301015,9125.344486462478,9863.3359375,0
2008-01-01,9819.385670873695,10774.02494643733,7958.857528697893,9226.142578125,0
2008-02-01,9320.142098485197,9708.487211895912,8216.805262704705,8688.2490234375,0
2008-03-01,8460.501529429068,8460.501529429068,6334.926561179329,6654.9228515625,0
2008-04-01,6706.6220716286925,7815.808858033603,6446.62510026531,7628.9111328125,0
2008-05-01,7774.009585499492,7990.357164238606,6502.374488699002,6584.2734375,0
2008-06-01,6577.223141699186,6677.072075533336,4996.791855904768,5026.9912109375,0
2008-07-01,5042.041664139784,6468.324939263906,4633.896491895314,5729.9833984375,0
2008-08-01,5655.284479836341,6754.371824868788,5546.835542848306,6101.97900390625,0
2008-09-01,6070.82941543081,6631.873194257704,5296.53860084425,5803.482421875,0
2008-10-01,5875.481281027516,6040.079459033435,3799.3057876966877,4521.6474609375,0
2008-11-01,4791.744189270359,5431.836857685948,3972.1038000893213,4291.10009765625,0
2008-12-01,4317.74964267944,5226.789374762973,3918.9544710457913,5001.49169921875,0
2009-01-01,5019.141902948677,5448.7365230075,4049.852867312397,4456.498046875,0
2009-02-01,4403.848801065158,4602.096500643099,3758.3562912161747,3892.354736328125,0
2009-03-01,3831.2056442247736,4423.598688139314,3314.5116750762313,4133.15234375,0
2009-04-01,4153.5015819898645,5288.638793523092,4023.4032389330505,5130.890625,0
2009-05-01,5291.188670714104,7567.812185094188,5291.188670714104,7414.26416015625,0
2009-06-01,7559.211788683084,7626.861391627051,6909.419549879191,7338.7646484375,0
2009-07-01,7325.014762958686,7711.310067396829,6393.425518097828,7544.412109375,0
2009-08-01,7563.96183917212,7720.2603144590485,6988.468531903582,7431.5634765625,0
2009-09-01,7459.513298966394,8832.147229379802,7292.615338642682,8812.2470703125,0
2009-10-01,8835.19755759835,9630.2381615196,8370.053526508094,8438.501953125,0
2009-11-01,8372.002007988718,9355.291325982922,8207.654314590649,9046.8447265625,0
2009-12-01,9055.945005257388,9435.79119544555,8560.051329897424,9029.3955078125,0
2010-01-01,9029.395019881622,9265.442080171708,8294.50317346505,8651.44921875,0
2010-02-01,8597.350091728715,8851.246549537827,8150.355296330188,8722.6484375,0
2010-03-01,8826.797419855584,9587.538545277945,8826.797419855584,9459.4892578125,0
2010-04-01,9464.040834918911,9923.035521597902,9205.893432607405,9870.2353515625,0
2010-05-01,9809.286832560028,9863.336011542491,8806.548440848519,9363.591796875,0
2010-06-01,9331.740805597987,9793.03620835718,9083.544480702216,9464.4892578125,0
2010-07-01,9403.840835115805,10243.781262499226,9302.941617879256,10160.8818359375,0
2010-08-01,10258.230285721129,11126.82076822098,10255.28110127602,10746.224609375,0
2010-09-01,10761.525464077748,12410.455541011668,10761.525464077748,12366.2060546875,0
2010-10-01,12390.756135666184,12827.200273270983,11955.410618083595,12330.6064453125,0
2010-11-01,12485.355145512116,13303.445263445046,11362.768560332503,11952.4609375,0
2010-12-01,11987.561201095594,12535.704259510445,10977.773104770065,11791.3134765625,0
2011-01-01,11881.96113167682,11912.011562705635,10373.678905186103,10641.7255859375,0
2011-02-01,10683.326222556865,11300.319062773384,10017.733360373142,10435.228515625,0
2011-03-01,10541.82794564622,11898.262410891643,10528.227517427838,11705.314453125,0
2011-04-01,11712.913344214887,11977.910256887004,11406.716716224651,11483.6162109375,0
2011-05-01,11509.16620508497,11543.215614523371,10339.830169484716,11020.7216796875,19900
2011-06-01,11011.072052709083,11271.218439288421,10340.28005443976,11244.51953125,0
2011-07-01,11359.817807992784,11451.116548684737,10758.275013685166,10893.5234375,0
2011-08-01,11014.022899000247,11064.772311555938,8917.846967744368,9533.2900390625,0
2011-09-01,9533.28928032529,9971.883777890018,9165.69297871548,9468.189453125,0
2011-10-01,9332.491041997013,10079.93254212154,8626.34984266498,9989.5341796875,0
2011-11-01,9898.285261945817,9984.233481017118,8240.354350316398,8564.0,28200
2011-12-01,8872.696504862784,9272.991649138625,7766.259679454394,7968.55712890625,9800
2012-01-01,8009.7570471290865,9969.134187100057,7888.1583621026675,9919.3349609375,11200
2012-02-01,9941.784788660581,11226.61945812138,9761.88648987293,10414.0791015625,0
2012-03-01,10385.029238799267,10911.922506121124,9845.28553545319,10212.630859375,0
2012-04-01,10186.681707447255,10645.726190295109,10029.333922252074,10276.6806640625,0
2012-05-01,10276.680746856906,10382.229328738571,8995.145789061673,9440.890625,53400
2012-06-01,9434.340604563344,10359.879658047077,9110.344368153377,10340.5302734375,0
2012-07-01,10366.37911148712,10782.424064426956,10056.033121241311,10383.978515625,0
2012-08-01,10347.679437587118,10640.626225260678,9948.58447059636,9990.3837890625,18000
2012-09-01,10030.733327146416,11536.715868900796,9813.936035702103,11456.6669921875,0
2012-10-01,11461.966505298516,11745.063803719479,10043.48297768481,11268.6689453125,0
2012-11-01,11266.368791259683,12175.158012138761,11230.069409316748,12158.7587890625,0
2012-12-01,12126.459106130333,12571.45395019661,12053.310539603857,12474.10546875,0
2013-01-01,12549.804575222304,12960.50000508167,12509.305045153544,12708.4521484375,14500
2013-02-01,12718.401676275587,12743.051779806283,11401.06740960149,11487.2158203125,0
2013-03-01,11532.915982247889,12241.15776414908,11048.272191760076,11361.7177734375,64600
2013-04-01,11414.817081813686,12755.651055099186,10888.623022695201,12561.4033203125,408500
2013-05-01,12561.404278287002,13414.14439912082,12188.15860241339,12475.505859375,414800
2013-06-01,12453.255925257807,12520.40456035517,11033.622003252503,11617.115234375,388400
2013-07-01,11597.315632193433,11811.763339279065,9862.935365502775,10015.6337890625,645200
2013-08-01,10129.981542703901,10219.480499578218,8366.65248523129,9049.0947265625,985400
2013-09-01,9112.694322047359,11219.320327735804,8605.55077834965,9617.6884765625,1008600
2013-10-01,9685.0374515327,11512.365752079455,9582.63825500451,11473.0166015625,29011000
2013-11-01,11472.06660661963,11736.063532456496,10411.928560976632,11153.8203125,812500
2013-12-01,11180.169382995591,12225.807575781939,11040.021603819814,11385.1171875,634700
2014-01-01,11418.767504499694,11578.765642518301,10101.082643769972,10237.630859375,679300
2014-02-01,10205.331689339155,10793.474273794194,9943.884529993642,10764.5751953125,453500
2014-03-01,10705.325483018347,12869.199688906008,10612.876364697075,12741.9013671875,797300
2014-04-01,12806.00155417988,13268.445398223535,12430.705134774185,12855.7001953125,608200
2014-05-01,12920.199496146772,15741.866907940388,12772.90140284092,14793.228515625,929500
2014-06-01,14786.278719281021,15725.617435173066,14769.828714738733,15241.7236328125,667200
2014-07-01,15288.621823515128,15626.718473529636,14338.48347040632,15267.421875,646000
2014-08-01,15137.423985769656,15973.164289554143,14708.92895714668,15740.2177734375,485400
2014-09-01,15790.066668103698,16309.510832366066,15168.22427868203,15392.0712890625,555400
2014-10-01,15370.522307266308,17059.95295024934,15130.174502952,17044.853515625,450100
2014-11-01,17086.801706620496,18615.18436027126,16934.653081689597,18512.935546875,608100
2014-12-01,18586.73221650804,18923.378676746797,17502.244878022775,18736.431640625,404100
2015-01-01,18727.98170620002,20907.307957333447,18211.288488484253,19843.51953125,20500
2015-02-01,19778.718340093277,19991.167032036676,18226.6876289544,19074.328125,134500
2015-03-01,19954.268812370567,20541.412400424368,17719.14431761468,18206.439453125,58100
2015-04-01,18204.339441019758,19038.278978288352,17738.69445622223,18337.88671875,345500
2015-05-01,18417.28672176266,18755.232026994883,17246.35106283269,18721.1328125,262300
2015-06-01,18720.932554173927,18832.280867901853,17174.499376568936,18295.88671875,43900
2015-07-01,18275.388070416244,19228.828206151666,18173.988853494622,18729.6328125,37500
